Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,FarePerPerson,Sex_male,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Deck_Unknown,AgeGroup_Adult,Fare_log
0,3,30.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,1,27.0,0,0,30.5,1,30.5,True,True,False,True,False,True,True,3.449987545831587
1,2,22.0,1,2,41.5792,4,10.3948,False,False,False,False,True,True,True,3.7513658711253766
1,1,40.0,0,0,153.4625,1,153.4625,False,True,True,False,False,False,True,5.039951348430309
0,3,39.0,1,5,31.275,7,4.4678571428571425,False,True,False,False,True,True,True,3.4742929367327062
0,3,28.0,0,0,7.05,1,7.05,True,True,False,True,False,True,True,2.0856720914304723
1,3,28.0,1,0,15.5,2,7.75,False,False,True,False,False,True,True,2.803360380906535
0,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
0,3,35.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,2,24.0,1,2,65.0,4,16.25,False,True,True,False,False,True,True,4.189654742026425
0,3,34.0,1,1,14.4,3,4.8,True,True,False,True,False,True,True,2.7343675094195836
0,3,26.0,1,0,16.1,2,8.05,False,True,False,False,True,True,True,2.8390784635086144
1,2,4.0,2,1,39.0,4,9.75,False,True,True,False,False,False,False,3.6888794541139363
0,2,26.0,0,0,10.5,1,10.5,True,True,False,True,False,True,True,2.4423470353692043
0,3,27.0,1,0,14.4542,2,7.2271,True,False,False,True,False,True,True,2.737880811060884
1,1,42.0,1,0,52.5542,2,26.2771,True,True,False,True,False,False,True,3.9806942251907276
1,3,20.0,1,1,15.7417,3,5.247233333333333,True,False,False,True,False,True,True,2.817902613071225
0,3,21.0,0,0,7.8542,1,7.8542,True,True,False,True,False,True,True,2.180891922715322
0,3,21.0,0,0,16.1,1,16.1,True,True,False,True,False,True,True,2.8390784635086144
0,1,61.0,0,0,32.3208,1,32.3208,True,True,False,True,False,False,False,3.5061818266142577
0,2,57.0,0,0,12.35,1,12.35,True,False,False,False,False,True,True,2.5915163848462583
1,1,21.0,0,0,77.9583,1,77.9583,False,True,True,False,False,False,True,4.368919865004903
0,3,26.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,28.0,0,0,7.7333,1,7.7333,True,False,False,True,False,True,True,2.167143305297764
1,1,80.0,0,0,30.0,1,30.0,True,True,False,True,False,False,False,3.4339872044851463
0,3,51.0,0,0,7.0542,1,7.0542,True,True,False,True,False,True,True,2.086193694502369
1,1,32.0,0,0,30.5,1,30.5,True,False,False,False,False,False,True,3.449987545831587
0,1,28.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
0,3,9.0,3,2,27.9,6,4.6499999999999995,False,True,True,False,False,True,False,3.3638415951183864
1,2,28.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
0,3,32.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
0,2,31.0,1,1,26.25,3,8.75,True,True,False,True,False,True,True,3.305053521109253
0,3,41.0,0,5,39.6875,6,6.614583333333333,False,True,False,False,True,True,True,3.705920919968788
0,3,28.0,1,0,16.1,2,8.05,True,True,False,True,False,True,True,2.8390784635086144
0,3,20.0,0,0,7.8542,1,7.8542,True,True,False,True,False,True,True,2.180891922715322
1,1,24.0,0,0,69.3,1,69.3,False,False,True,False,False,False,True,4.252771798816619
0,3,2.0,3,2,27.9,6,4.6499999999999995,False,True,True,False,False,True,False,3.3638415951183864
1,3,28.0,0,0,56.4958,1,56.4958,True,True,False,True,False,True,True,4.05171190165724
1,3,0.75,2,1,19.2583,4,4.814575,False,False,True,False,False,True,False,3.0085645861193133
1,1,48.0,1,0,76.7292,2,38.3646,True,False,False,True,False,False,True,4.353230991152628
0,3,19.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,1,56.0,0,0,35.5,1,35.5,True,False,False,False,False,False,True,3.597312260588446
0,3,28.0,0,0,7.55,1,7.55,True,True,False,True,False,True,True,2.145931282948669
1,3,23.0,0,0,7.55,1,7.55,False,True,True,False,False,True,True,2.145931282948669
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,2,18.0,0,1,23.0,2,11.5,False,True,True,False,False,True,False,3.1780538303479458
0,3,21.0,0,0,8.4333,1,8.4333,True,True,False,True,False,True,True,2.2442459824059346
1,3,28.0,0,0,7.8292,1,7.8292,False,False,True,False,False,True,True,2.17806441028492
0,3,18.0,0,0,6.75,1,6.75,False,False,True,False,False,True,False,2.0476928433652555
0,2,24.0,2,0,73.5,3,24.5,True,True,False,True,False,True,True,4.310799125385514
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,32.0,1,1,15.5,3,5.166666666666667,False,False,False,False,True,True,True,2.803360380906535
0,2,23.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,1,58.0,0,2,113.275,3,37.75833333333333,True,False,False,True,False,False,True,4.738607824217808
1,1,50.0,2,0,133.65,3,44.550000000000004,True,True,False,False,False,True,True,4.902678819257608
0,3,40.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
0,1,47.0,0,0,25.5875,1,25.5875,True,True,False,True,False,False,True,3.2804411805263554
0,3,36.0,0,0,7.4958,1,7.4958,True,True,False,True,False,True,True,2.139571923732859
1,3,20.0,1,0,7.925,2,3.9625,True,True,False,True,False,True,True,2.188856327665703
0,2,32.0,2,0,73.5,3,24.5,True,True,False,True,False,True,True,4.310799125385514
0,2,25.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,3,28.0,0,0,7.775,1,7.775,True,True,False,True,False,True,True,2.1719067693519296
0,3,43.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,1,28.0,1,0,52.0,2,26.0,False,True,False,False,True,False,True,3.970291913552122
1,2,40.0,1,1,39.0,3,13.0,False,True,False,False,True,True,True,3.6888794541139363
0,1,31.0,1,0,52.0,2,26.0,True,True,False,True,False,False,True,3.970291913552122
0,2,70.0,0,0,10.5,1,10.5,True,True,False,True,False,True,False,2.4423470353692043
1,2,31.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,2,28.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
0,3,18.0,0,0,7.775,1,7.775,True,True,False,True,False,True,False,2.1719067693519296
0,3,24.5,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,3,18.0,0,0,9.8417,1,9.8417,False,True,True,False,False,True,False,2.3833998102837652
0,3,43.0,1,6,46.9,8,5.8625,False,True,False,False,True,True,True,3.8691155044168695
1,1,36.0,0,1,249.00622000000035,2,124.50311000000018,True,False,False,True,False,False,True,5.521485797552746
0,3,28.0,0,0,8.1375,1,8.1375,False,False,True,False,False,True,True,2.212386825075897
1,1,27.0,0,0,76.7292,1,76.7292,True,False,False,True,False,False,True,4.353230991152628
0,3,20.0,0,0,9.225,1,9.225,True,True,False,True,False,True,True,2.3248357019288655
0,3,14.0,5,2,46.9,8,5.8625,True,True,False,True,False,True,False,3.8691155044168695
0,2,60.0,1,1,39.0,3,13.0,True,True,False,True,False,True,True,3.6888794541139363
0,2,25.0,1,2,41.5792,4,10.3948,True,False,False,True,False,True,True,3.7513658711253766
0,3,14.0,4,1,39.6875,6,6.614583333333333,True,True,False,True,False,True,False,3.705920919968788
0,3,19.0,0,0,10.1708,1,10.1708,True,True,False,True,False,True,True,2.4133032309283076
0,3,18.0,0,0,7.7958,1,7.7958,True,True,False,True,False,True,False,2.174274334826008
1,1,15.0,0,1,211.3375,2,105.66875,False,True,True,False,False,False,False,5.35817698994543
1,1,31.0,1,0,57.0,2,28.5,True,True,False,True,False,False,True,4.060443010546419
1,3,4.0,0,1,13.4167,2,6.70835,False,False,True,False,False,True,False,2.668387256845834
1,3,28.0,0,0,56.4958,1,56.4958,True,True,False,True,False,True,True,4.05171190165724
0,3,25.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
0,1,60.0,0,0,26.55,1,26.55,True,True,False,False,False,True,True,3.3160025355989236
0,2,52.0,0,0,13.5,1,13.5,True,True,False,True,False,True,True,2.6741486494265287
0,3,44.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,3,28.0,0,0,7.7333,1,7.7333,False,False,True,False,False,True,True,2.167143305297764
0,1,49.0,1,1,110.8833,3,36.9611,True,False,False,True,False,False,True,4.717456363787216
0,3,42.0,0,0,7.65,1,7.65,True,True,False,True,False,False,True,2.157559320943788
1,1,18.0,1,0,227.525,2,113.7625,False,False,False,False,True,False,False,5.4316456135398825
1,1,35.0,0,0,26.2875,1,26.2875,True,True,False,True,False,False,True,3.3064287218760624
0,3,18.0,0,1,14.4542,2,7.2271,False,False,True,False,False,True,False,2.737880811060884
0,3,25.0,0,0,7.7417,1,7.7417,True,False,False,True,False,True,True,2.1681046787623672
0,3,26.0,1,0,7.8542,2,3.9271,True,True,False,True,False,True,True,2.180891922715322
0,2,39.0,0,0,26.0,1,26.0,True,True,False,True,False,True,True,3.295836866004329
1,2,45.0,0,0,13.5,1,13.5,False,True,False,False,True,True,True,2.6741486494265287
1,1,42.0,0,0,26.2875,1,26.2875,True,True,False,True,False,False,True,3.3064287218760624
1,1,22.0,0,0,151.55,1,151.55,False,True,True,False,False,True,True,5.027492411162679
1,3,28.0,1,1,15.2458,3,5.081933333333333,True,False,False,False,False,True,True,2.7878344138303452
1,1,24.0,0,0,49.5042,1,49.5042,False,False,True,False,False,False,True,3.922056501139853
0,1,28.0,0,0,26.55,1,26.55,True,True,False,True,False,False,True,3.3160025355989236
1,1,48.0,1,0,52.0,2,26.0,True,True,False,True,False,False,True,3.970291913552122
0,3,29.0,0,0,9.4833,1,9.4833,True,True,False,True,False,True,True,2.3497835148230464
0,2,52.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,3,19.0,0,0,7.65,1,7.65,True,True,False,True,False,False,True,2.157559320943788
1,1,38.0,0,0,227.525,1,227.525,False,False,True,False,False,False,True,5.4316456135398825
1,2,27.0,0,0,10.5,1,10.5,False,True,True,False,False,False,True,2.4423470353692043
0,3,28.0,0,0,15.5,1,15.5,True,False,False,True,False,True,True,2.803360380906535
0,3,33.0,0,0,7.775,1,7.775,True,True,False,True,False,True,True,2.1719067693519296
1,2,6.0,0,1,33.0,2,16.5,False,True,True,False,False,True,False,3.5263605246161616
0,3,17.0,1,0,7.0542,2,3.5271,True,True,False,True,False,True,False,2.086193694502369
0,2,34.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,2,50.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
1,1,27.0,1,0,53.1,2,26.55,True,True,False,True,False,False,True,3.9908341858524357
0,3,20.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,True,2.2682524139135403
1,2,30.0,3,0,21.0,4,5.25,False,True,False,False,True,True,True,3.091042453358316
1,3,28.0,0,0,7.7375,1,7.7375,False,False,True,False,False,True,True,2.1676241075599285
0,2,25.0,1,0,26.0,2,13.0,True,True,False,True,False,True,True,3.295836866004329
0,3,25.0,1,0,7.925,2,3.9625,False,True,True,False,False,True,True,2.188856327665703
1,1,29.0,0,0,211.3375,1,211.3375,False,True,True,False,False,False,True,5.35817698994543
0,3,11.0,0,0,18.7875,1,18.7875,True,False,False,True,False,True,False,2.9850504252071306
0,2,28.0,0,0,0.0,1,0.0,True,True,False,True,False,True,True,0.0
0,2,23.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,2,23.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
0,3,28.5,0,0,16.1,1,16.1,True,True,False,True,False,True,True,2.8390784635086144
0,3,48.0,1,3,34.375,5,6.875,False,True,False,False,True,True,True,3.5660053559634015
1,1,35.0,0,0,249.00622000000035,1,249.00622000000035,True,False,False,True,False,False,True,5.521485797552746
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,1,28.0,0,0,30.0,1,30.0,True,True,False,True,False,False,True,3.4339872044851463
0,1,36.0,1,0,78.85,2,39.425,True,True,False,True,False,False,True,4.380149874661021
1,1,21.0,2,2,249.00622000000035,5,49.80124400000007,False,False,True,False,False,False,True,5.521485797552746
0,3,24.0,1,0,16.1,2,8.05,True,True,False,True,False,True,True,2.8390784635086144
1,3,31.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
0,1,70.0,1,1,71.0,3,23.666666666666668,True,True,False,False,False,False,False,4.276666119016055
0,3,16.0,1,1,20.25,3,6.75,True,True,False,True,False,True,False,3.056356895370426
1,2,30.0,0,0,13.0,1,13.0,False,True,True,False,False,True,True,2.6390573296152584
0,1,19.0,1,0,53.1,2,26.55,True,True,False,True,False,False,True,3.9908341858524357
0,3,31.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
1,2,4.0,1,1,23.0,3,7.666666666666667,False,True,True,False,False,True,False,3.1780538303479458
1,3,6.0,0,1,12.475,2,6.2375,True,True,False,False,False,False,False,2.600836116795061
0,3,33.0,0,0,9.5,1,9.5,True,True,False,True,False,True,True,2.3513752571634776
0,3,23.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,2,48.0,1,2,65.0,4,16.25,False,True,False,False,True,True,True,4.189654742026425
1,2,0.67,1,1,14.5,3,4.833333333333333,True,True,False,False,False,True,False,2.740840023925201
0,3,28.0,0,0,7.7958,1,7.7958,True,True,False,True,False,True,True,2.174274334826008
0,2,18.0,0,0,11.5,1,11.5,True,True,False,True,False,True,False,2.5257286443082556
0,3,34.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,1,33.0,0,0,86.5,1,86.5,False,True,False,False,False,False,True,4.471638793363569
0,3,28.0,0,0,14.5,1,14.5,True,True,False,True,False,True,True,2.740840023925201
0,3,41.0,0,0,7.125,1,7.125,True,True,False,True,False,True,True,2.094945728215801
1,3,20.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
1,1,36.0,1,2,120.0,4,30.0,False,True,False,False,True,False,True,4.795790545596741
0,3,16.0,0,0,7.775,1,7.775,True,True,False,True,False,True,False,2.1719067693519296
1,1,51.0,1,0,77.9583,2,38.97915,False,True,False,False,True,False,True,4.368919865004903
0,1,28.0,0,0,39.6,1,39.6,True,False,False,False,False,True,True,3.703768066607687
0,3,30.5,0,0,7.75,1,7.75,False,False,True,False,False,True,True,2.169053700369523
0,3,28.0,1,0,24.15,2,12.075,True,False,False,True,False,True,True,3.224857896545748
0,3,32.0,0,0,8.3625,1,8.3625,True,True,False,True,False,True,True,2.236712348843338
0,3,24.0,0,0,9.5,1,9.5,True,True,False,True,False,True,True,2.3513752571634776
0,3,48.0,0,0,7.8542,1,7.8542,True,True,False,True,False,True,True,2.180891922715322
0,2,57.0,0,0,10.5,1,10.5,False,True,False,False,True,False,True,2.4423470353692043
0,3,28.0,0,0,7.225,1,7.225,True,False,False,True,False,True,True,2.1071782966514356
1,2,54.0,1,3,23.0,5,4.6,False,True,False,False,True,True,True,3.1780538303479458
0,3,18.0,0,0,7.75,1,7.75,True,True,False,True,False,True,False,2.169053700369523
0,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,False,True,2.169053700369523
1,3,5.0,0,0,12.475,1,12.475,False,True,True,False,False,True,False,2.600836116795061
0,3,28.0,0,0,7.7375,1,7.7375,True,False,False,True,False,True,True,2.1676241075599285
1,1,43.0,0,1,211.3375,2,105.66875,False,True,False,False,True,False,True,5.35817698994543
1,3,13.0,0,0,7.2292,1,7.2292,False,False,True,False,False,True,False,2.1076888046179385
1,1,17.0,1,0,57.0,2,28.5,False,True,False,False,True,False,False,4.060443010546419
0,1,29.0,0,0,30.0,1,30.0,True,True,False,True,False,False,True,3.4339872044851463
0,3,28.0,1,2,23.45,4,5.8625,True,True,False,True,False,True,True,3.196630215920881
0,3,25.0,0,0,7.05,1,7.05,True,True,False,True,False,True,True,2.0856720914304723
0,3,25.0,0,0,7.25,1,7.25,True,True,False,True,False,True,True,2.1102132003465894
1,3,18.0,0,0,7.4958,1,7.4958,False,True,True,False,False,True,False,2.139571923732859
0,3,8.0,4,1,29.125,6,4.854166666666667,True,False,False,False,False,True,False,3.405355391810819
1,3,1.0,1,2,20.575,4,5.14375,True,True,False,False,False,True,False,3.0715352369694915
0,1,46.0,0,0,79.2,1,79.2,True,False,False,True,False,False,True,4.384523514872469
0,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
0,2,16.0,0,0,26.0,1,26.0,True,True,False,True,False,True,False,3.295836866004329
0,3,28.0,8,2,69.55,11,6.322727272727272,False,True,True,False,False,True,True,4.256321678298823
0,1,28.0,0,0,30.6958,1,30.6958,True,False,False,True,False,True,True,3.4561841799918147
0,3,25.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,2,39.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
1,1,49.0,0,0,25.9292,1,25.9292,False,True,False,False,False,False,True,3.2932111997353943
1,3,31.0,0,0,8.6833,1,8.6833,False,True,False,False,True,True,True,2.270402752283094
0,3,30.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
0,3,30.0,1,1,24.15,3,8.049999999999999,False,True,False,False,True,True,True,3.224857896545748
0,2,34.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
1,2,31.0,1,1,26.25,3,8.75,False,True,False,False,True,True,True,3.305053521109253
1,1,11.0,1,2,120.0,4,30.0,True,True,False,False,False,False,False,4.795790545596741
1,3,0.42,0,1,8.5167,2,4.25835,True,False,False,False,False,True,False,2.2530481500547457
1,3,27.0,0,0,6.975,1,6.975,True,True,False,True,False,True,True,2.076311648670908
0,3,31.0,0,0,7.775,1,7.775,True,True,False,True,False,True,True,2.1719067693519296
0,1,39.0,0,0,0.0,1,0.0,True,True,False,True,False,False,True,0.0
0,3,18.0,0,0,7.775,1,7.775,False,True,True,False,False,True,False,2.1719067693519296
0,2,39.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
1,1,33.0,1,0,53.1,2,26.55,False,True,False,False,True,False,True,3.9908341858524357
0,3,26.0,0,0,7.8875,1,7.8875,True,True,False,True,False,True,True,2.184645795129359
0,3,39.0,0,0,24.15,1,24.15,True,True,False,True,False,True,True,3.224857896545748
0,2,35.0,0,0,10.5,1,10.5,True,True,False,True,False,True,True,2.4423470353692043
0,3,6.0,4,2,31.275,7,4.4678571428571425,False,True,True,False,False,True,False,3.4742929367327062
0,3,30.5,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
0,1,28.0,0,0,0.0,1,0.0,True,True,False,True,False,False,True,0.0
0,3,23.0,0,0,7.925,1,7.925,False,True,True,False,False,True,True,2.188856327665703
0,2,31.0,1,1,37.0042,3,12.334733333333332,True,False,False,True,False,True,True,3.637696679934592
0,3,43.0,0,0,6.45,1,6.45,True,True,False,True,False,True,True,2.0082140323914683
0,3,10.0,3,2,27.9,6,4.6499999999999995,True,True,False,False,False,True,False,3.3638415951183864
1,1,52.0,1,1,93.5,3,31.166666666666668,False,True,False,False,True,False,True,4.548599834499697
1,3,27.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,True,2.2682524139135403
0,1,38.0,0,0,0.0,1,0.0,True,True,False,False,False,True,True,0.0
1,3,27.0,0,1,12.475,2,6.2375,False,True,False,False,True,False,True,2.600836116795061
0,3,2.0,4,1,39.6875,6,6.614583333333333,True,True,False,False,False,True,False,3.705920919968788
0,3,28.0,0,0,6.95,1,6.95,True,False,False,True,False,True,True,2.0731719286662407
0,3,28.0,0,0,56.4958,1,56.4958,True,True,False,True,False,True,True,4.05171190165724
1,2,1.0,0,2,37.0042,3,12.334733333333332,True,False,False,False,False,True,False,3.637696679934592
1,3,28.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
1,1,62.0,0,0,80.0,1,80.0,False,True,False,False,True,False,False,4.394449154672439
1,3,15.0,1,0,14.4542,2,7.2271,False,False,False,False,True,True,False,2.737880811060884
1,2,0.83,1,1,18.75,3,6.25,True,True,False,False,False,True,False,2.9831534913471307
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
0,3,23.0,0,0,7.8542,1,7.8542,True,True,False,True,False,True,True,2.180891922715322
0,3,18.0,0,0,8.3,1,8.3,True,True,False,True,False,True,False,2.2300144001592104
1,1,39.0,1,1,83.1583,3,27.71943333333333,False,False,True,False,False,False,True,4.432699549165613
0,3,21.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,True,2.2682524139135403
0,3,28.0,0,0,8.05,1,8.05,True,True,False,True,False,True,True,2.2027647577118348
1,3,32.0,0,0,56.4958,1,56.4958,True,True,False,True,False,True,True,4.05171190165724
1,1,28.0,0,0,29.7,1,29.7,True,False,False,True,False,False,True,3.4242626545931514
0,3,20.0,0,0,7.925,1,7.925,True,True,False,True,False,True,True,2.188856327665703
0,2,16.0,0,0,10.5,1,10.5,True,True,False,True,False,True,False,2.4423470353692043
1,1,30.0,0,0,31.0,1,31.0,False,False,True,False,False,True,True,3.4657359027997265
0,3,34.5,0,0,6.4375,1,6.4375,True,False,False,True,False,True,True,2.006534770871748
0,3,17.0,0,0,8.6625,1,8.6625,True,True,False,True,False,True,False,2.2682524139135403
0,3,42.0,0,0,7.55,1,7.55,True,True,False,True,False,True,True,2.145931282948669
0,3,28.0,8,2,69.55,11,6.322727272727272,True,True,False,True,False,True,True,4.256321678298823
0,3,35.0,0,0,7.8958,1,7.8958,True,False,False,True,False,True,True,2.1855792552411137
0,2,28.0,0,1,33.0,2,16.5,True,True,False,False,False,True,True,3.5263605246161616
1,1,28.0,1,0,89.1042,2,44.5521,False,False,False,False,True,False,True,4.500966778400217
0,3,4.0,4,2,31.275,7,4.4678571428571425,True,True,False,False,False,True,False,3.4742929367327062
0,3,74.0,0,0,7.775,1,7.775,True,True,False,True,False,True,False,2.1719067693519296
0,3,9.0,1,1,15.2458,3,5.081933333333333,False,False,True,False,False,True,False,2.7878344138303452
1,1,16.0,0,1,39.4,2,19.7,False,True,True,False,False,False,False,3.6988297849671046
0,2,44.0,1,0,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
1,3,18.0,0,1,9.35,2,4.675,False,True,False,False,True,True,False,2.336986519711378
1,1,45.0,1,1,164.8667,3,54.95556666666667,False,True,False,False,True,True,True,5.11118445372147
1,1,51.0,0,0,26.55,1,26.55,True,True,False,True,False,False,True,3.3160025355989236
1,3,24.0,0,3,19.2583,4,4.814575,False,False,False,False,True,True,True,3.0085645861193133
0,3,28.0,0,0,7.2292,1,7.2292,True,False,False,True,False,True,True,2.1076888046179385
0,3,41.0,2,0,14.1083,3,4.702766666666666,True,True,False,True,False,True,True,2.7152442616824506
0,2,21.0,1,0,11.5,2,5.75,True,True,False,True,False,True,True,2.5257286443082556
1,1,48.0,0,0,25.9292,1,25.9292,False,True,False,False,True,False,True,3.2932111997353943
0,3,28.0,8,2,69.55,11,6.322727272727272,False,True,True,False,False,True,True,4.256321678298823
0,2,24.0,0,0,13.0,1,13.0,True,True,False,True,False,True,True,2.6390573296152584
1,2,42.0,0,0,13.0,1,13.0,False,True,False,False,True,True,True,2.6390573296152584
1,2,27.0,1,0,13.8583,2,6.92915,False,False,True,False,False,True,True,2.698558631668595
0,1,31.0,0,0,50.4958,1,50.4958,True,True,False,True,False,False,True,3.941500250945973
0,3,28.0,0,0,9.5,1,9.5,True,True,False,True,False,True,True,2.3513752571634776
1,3,4.0,1,1,11.1333,3,3.7111,True,True,False,False,False,True,False,2.495953738718064
0,3,26.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,1,47.0,1,1,52.5542,3,17.518066666666666,False,True,False,False,True,False,True,3.9806942251907276
0,1,33.0,0,0,5.0,1,5.0,True,True,False,True,False,False,True,1.791759469228055
0,3,47.0,0,0,9.0,1,9.0,True,True,False,True,False,True,True,2.302585092994046
1,2,28.0,1,0,24.0,2,12.0,False,False,False,False,True,True,True,3.2188758248682006
1,3,15.0,0,0,7.225,1,7.225,False,False,True,False,False,True,False,2.1071782966514356
0,3,20.0,0,0,9.8458,1,9.8458,True,True,False,True,False,True,True,2.3837779082709782
0,3,19.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,28.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
1,1,56.0,0,1,83.1583,2,41.57915,False,False,False,False,True,False,True,4.432699549165613
1,2,25.0,0,1,26.0,2,13.0,False,True,False,False,True,True,True,3.295836866004329
0,3,33.0,0,0,7.8958,1,7.8958,True,True,False,True,False,True,True,2.1855792552411137
0,3,22.0,0,0,10.5167,1,10.5167,False,True,True,False,False,True,True,2.4437981558973862
0,2,28.0,0,0,10.5,1,10.5,True,True,False,True,False,True,True,2.4423470353692043
0,3,25.0,0,0,7.05,1,7.05,True,True,False,True,False,True,True,2.0856720914304723
0,3,39.0,0,5,29.125,6,4.854166666666667,False,False,False,False,True,True,True,3.405355391810819
0,2,27.0,0,0,13.0,1,13.0,True,True,False,False,False,True,True,2.6390573296152584
1,1,19.0,0,0,30.0,1,30.0,False,True,True,False,False,False,True,3.4339872044851463
0,3,28.0,1,2,23.45,4,5.8625,False,True,True,False,False,True,True,3.196630215920881
1,1,26.0,0,0,30.0,1,30.0,True,False,False,True,False,False,True,3.4339872044851463
0,3,32.0,0,0,7.75,1,7.75,True,False,False,True,False,True,True,2.169053700369523
